Th,Tc,Tr,Tn,M,Mn,D,Dn,C,N,IFNg,HMGB1,IL10,I2,IL6
1520.385759,13626.09477,1635.68837,7358.819722,14641.99581,5479.452729,64.90342151,688.3530658,45001.05245,7500.199493,0.05003889,0.339698209,0.043360642,0.032271519,0.097514785
