,IL12A,IL12B,IL2,IL10,IL6,IFNG,HMGB1
TCGA-BP-4330,0.3856881877627141,0.4506240950509585,0.19702932443377397,0.5376006462891305,0.13845934425435874,1.5024779684565648,4.556365902992275
TCGA-CW-6097,0.263036433142306,0.4885349916367631,0.04704520241596392,1.1252335332203158,1.6058224992604986,0.542791385273367,4.442787415044716
TCGA-CZ-5462,0.1105405038348966,0.026285550622219468,0.0,0.02932167229219085,0.5616987311352911,0.07041073007400853,4.976267004054988
TCGA-DV-A4W0,0.22539673307678754,0.0,0.022067804279900658,0.10899885887588846,0.3316240931599904,0.020286665379679426,4.883498125963789
TCGA-BP-4325,0.3725665585383581,0.07006230870489898,0.021973906947044416,0.6535639963289684,0.4838110159849238,1.4511884558643398,5.0229420160022125
TCGA-CJ-6031,0.12152969238790355,0.3269244191839931,0.1111811174379072,0.8844004128651429,2.2668939170169304,0.5759613719635268,4.676129215054171
TCGA-B2-A4SR,0.28971387022013084,0.3178622646764478,0.11698674561933292,0.2052830899558239,0.5061832999060953,0.3554298534170158,5.0428587340218565
TCGA-CZ-5453,0.5129327855500241,0.019939807085075947,0.0,0.1756957740239441,1.1340856225211111,0.04481079134992008,4.894564340716286
TCGA-BP-4337,0.2325373179549351,0.08154690104208717,0.3992822170708059,0.5189540164802939,3.0110922801973015,0.12152011898188085,4.313357133130365
TCGA-A3-A6NJ,0.4858905682093976,0.06635988360960945,0.0,1.162858615593,0.8540926703993341,1.21795398014269,4.678638350709634
TCGA-CZ-5469,0.2000215178972992,0.06458417384285192,0.0,0.08067997422354947,2.4408137541544725,0.0,4.600423112684844
TCGA-CJ-5671,0.1293259640925773,0.2188209950366565,0.044164131298917136,0.896625625877983,3.3735776306604524,0.6253828107015387,4.512646772595043
TCGA-CJ-6032,0.1102659037976567,0.021012650067536318,0.01730434972229618,0.3170150234010481,0.5233135498518515,0.5071745208029578,4.623932347428301
TCGA-BP-4804,0.20873463437195586,0.4558691691680732,0.1207817656095185,0.5429617617419682,1.251827582271508,1.5682951006625259,4.596085410659273
TCGA-CJ-4891,0.2430396517175105,0.032234678585623934,0.01996877586081104,0.7670154864026062,1.3857788404164058,0.1573569678553487,3.8001696016051385
TCGA-BP-5184,0.0429030675724797,0.052653252862705925,0.02622332439028213,1.1801406505556882,0.2370373443544356,0.22468124770875167,4.81035624778609
TCGA-CJ-4903,0.165726258767957,0.02706231050340082,0.12887504321308102,0.6552324045630806,0.9756391360882312,0.6594306812918952,4.508015046991472
TCGA-A3-3311,0.1796262216946294,0.16315909396565462,0.03823634539495576,0.6644563012055467,1.6079264000467848,0.5546575658363547,4.564617432232856
TCGA-B4-5844,0.13062658856168846,0.0,0.022483302930292944,0.0254127556436332,0.5860991017122062,0.10050463971614396,5.093347996553224
TCGA-B4-5832,0.1391217275054253,0.07874481518436464,0.09654331963381924,0.1602214428252526,0.8367705043543652,0.5311521218902446,5.679172789119964
TCGA-A3-3326,0.2718528307461637,0.2803531534460935,0.10514816716799212,0.4245687023885951,0.05781789475571384,0.18766547366761246,4.715459547305094
TCGA-CJ-4869,0.2425630660369663,0.3340418013564522,0.3748454544550941,0.3947549514223043,0.8283023005969059,1.4529784288299885,4.69945620696654
TCGA-CZ-4864,0.2531392878723244,0.1911989285546456,0.09751853781318327,0.6721342586272994,0.08819104974794502,1.4400306072657836,4.987479250132215
TCGA-DV-5568,0.11673596841806184,0.09558371579600604,0.04366514590545486,0.5293665739645105,1.0217718097586046,0.5792275028982656,4.524213736643086
TCGA-A3-3349,0.2285528473632194,0.02018925264245932,0.04931232799366201,0.4373123346931902,0.5090700714229346,0.2529870521232236,4.877861759686561
TCGA-CW-6090,0.14884297682543413,0.06373556695646718,0.03529481467636258,1.6199297081208195,3.700611301364099,0.26876823813222234,4.642991481275171
TCGA-CJ-6027,0.16907064435236965,0.12679547081417245,0.020294866647294543,1.2645536976524308,1.09870999255701,2.7748081544026126,4.7076650538224225
TCGA-BP-4768,0.07888382123631492,0.03696438138693155,0.05439188016642693,0.5424581834846642,0.24734220169140794,0.2199903556772249,4.2064570438803015
TCGA-CJ-5679,0.04276178172185369,0.0,0.0,0.11468444563922944,0.9407513706638334,0.07092061839242579,4.019017660972959
TCGA-BP-4763,0.15348597676681988,0.13185302879046634,0.13020802943181956,0.4300893265172949,0.689745487527345,0.4298544305833192,4.722083048006148
TCGA-BP-4159,0.05780798857037714,0.0,0.0,0.13075982245911966,0.4465634612284927,0.16327927673940126,5.170244575338348
TCGA-B0-5092,0.5188284417524279,0.3839394212749127,0.1266352835057974,0.3680990264753757,0.8902133054511725,2.368433117739828,4.579334565960551
TCGA-G6-A8L7,0.14189315903779515,0.08900424226313641,0.0,0.07491063185369816,5.116699836228265,0.6034122311875882,3.8534333206497777
TCGA-B0-5709,0.22381183694130635,0.17524820169984545,0.2677845259520751,0.9541893663732668,1.808437124050211,0.8637690228652882,4.666367938076762
TCGA-B4-5378,0.1062303963984397,0.04375781711238658,0.0,0.19318596056084106,0.6367138361166855,0.11295665340403065,4.7958052764227785
TCGA-G6-A8L6,0.5220599078721155,0.07307878852575639,0.03652534506551682,0.2667290351376729,1.1417425310634308,0.19072778922540806,4.9334550213508335
TCGA-CZ-4858,1.100935938599776,0.12752093038316448,0.0,0.6917308414892335,7.094911295617568,1.8714095590219173,4.668217805698187
TCGA-CW-5589,0.08463342497445794,0.0318474175311412,0.0,0.03332365064391217,0.2820796165285069,0.0,4.484999746009027
TCGA-BP-4975,0.07878788576701848,0.04287108887872378,0.05270865840990407,0.5175696085651547,0.8877426400479433,0.1296277694805856,4.568181028032521
TCGA-CJ-4908,0.3595615930383754,0.09048638128602823,0.0,0.3772435297526197,0.8775137007645585,0.19752558535019746,4.8188684761031295
TCGA-CJ-4881,0.16922563567547366,0.10064178983665194,0.11240849475134827,0.5802290418002669,1.6621878931374927,0.3593992365197556,4.481713859037625
TCGA-BP-5198,0.1026899223467254,0.00784257493410458,0.3739385677631221,1.2946908221570967,3.5636041869543,0.1680794765210051,4.490605046491017
TCGA-CJ-5677,0.07554970722457086,0.08735691875448183,0.0,0.15172284130593822,1.9913438486023447,0.036647214938108325,4.294233283287335
TCGA-DV-5574,0.3376501548926996,0.07815525421157221,0.039096975965049685,0.9211239030246212,2.268522302712085,0.7817993395168803,4.866228424693548
TCGA-B2-4102,0.2135955277687473,0.2835555148925463,0.02192203018785086,0.3132848146796651,0.10370368599791116,0.3256177533819479,4.649318280118061
TCGA-CJ-5678,0.1076238779802496,0.04070067794333985,0.0,0.20385499212912966,0.3242458486198205,0.018594710994048937,4.158165185110496
TCGA-AK-3456,0.10070045285664313,0.0,0.0,0.2786135046383237,0.057598329034467766,0.024741840929558702,3.959214106702407
TCGA-EU-5907,0.06798183645451528,0.0128009137944389,0.0,0.4575546972896452,1.090757678218225,0.11211506191666123,4.7353206477243015
TCGA-A3-3372,0.2269512695357358,0.17104281289471762,0.0598412174529306,0.5647966837025155,0.3589556268592315,0.5654744140293533,4.608799618915562
TCGA-CJ-4872,0.2969752015788916,0.07369776864128302,0.2985375791621749,0.5965569533226975,2.15392617831292,0.8731381299476214,4.929375168819585
TCGA-A3-A8OW,0.3358984102071838,0.0,0.07204769724495423,0.2663793221263345,0.1151472797817359,0.2863435804230059,4.933436292557774
TCGA-CW-5580,0.06796007315565272,0.07513124198406393,0.07718515525060209,0.2987429573683817,1.0329915022124914,0.01449546932725861,4.71619369754563
TCGA-BP-4992,0.3118659348446349,0.3651521867747706,0.4386383430385307,0.2870698099516312,0.5793364714953606,1.0940871888950645,4.474333546434625
TCGA-CJ-5683,0.2873353542645527,0.009755247385184284,0.0,0.38189916179342015,0.9572551836657422,0.1870311636582513,4.7308218354430185
TCGA-CJ-4878,0.14163648722683506,0.0,0.1158078785252886,0.17636256998457345,1.2294836379779612,0.08078188182043043,4.965156325406589
TCGA-B4-5836,0.12667951387588502,0.0,0.01997660364665915,0.20147078842238653,0.779378854035335,0.3436971215825658,4.775486791750498
TCGA-B2-5635,0.20671847343178748,0.060304763236123736,0.0,0.3539511206237785,0.1800373516837054,1.2936230709303296,4.838248826279417
TCGA-CZ-5465,0.2771280785769955,0.06925992286538424,0.015827326878548844,0.3286774870532046,2.0195662774525336,0.04320919632204492,4.86191280405805
TCGA-BP-4162,0.24069298531238345,0.3258360989250405,0.05210581072639103,1.1074968883432668,1.81807507229256,1.5151737378802173,4.7823204332273415
TCGA-BP-4963,0.10814943160019952,0.17189410328756358,0.040377783651601,0.590524699257444,0.4362331740649337,0.3927713290469853,4.73079667694091
TCGA-DV-5573,0.2545068240892679,0.2344854200966073,0.07072658168654652,0.5594921932571159,0.8384029656999941,2.1921379631825384,4.919638212566574
TCGA-BP-4341,0.2361188422848769,0.0,0.022100634406587008,0.21063131849641328,0.6332256616588017,0.07960519040865989,4.6341219914466185
TCGA-B0-4837,0.17582963486609965,0.02737116590505819,0.13029477272630102,0.5316568705898893,5.396316506653495,0.12013275831596072,4.493514703872206
TCGA-A3-3387,0.13093627631756494,0.07586959333529908,0.14611203012158985,0.5679083743982846,0.503779590322267,0.15076777361056046,4.805476580746156
TCGA-CZ-5456,0.1599793110835448,0.0810189233859258,0.11838197236314628,0.6823348715607522,2.337616121947538,0.07365196220932238,4.240660401202355
TCGA-B4-5835,0.052164845250168256,0.03234139354079772,0.07852346274268697,0.1800304890792828,0.4468224430622103,0.1411455186122211,3.787855010575452
TCGA-CJ-4888,0.3140075282939305,0.0365604066988811,0.2198959561842029,0.5864579641170673,3.7996925272734936,2.113656613234129,4.672558104111377
TCGA-B0-5705,0.2765428273662286,0.05161774921317205,0.0,0.5507805100118816,2.2415527242666844,0.016918566572704796,4.174396009898124
TCGA-AK-3465,0.05306775988995992,1.3877800645112075,0.01957595702036005,0.0,0.09288163146122183,0.03576769117522687,4.394237883280732
TCGA-AK-3461,0.2871343116869657,0.09096612933467878,0.11142204549883412,0.30856183786636426,0.6255685561885009,0.7022262729044322,4.8912812722770616
TCGA-B0-4694,0.1867667593893038,0.11026338125360174,0.07859909056306652,1.0154634368293665,0.8193753297428371,1.6834562549533625,4.765766143286983
TCGA-BP-4173,0.4605803950757691,0.5895007245288092,0.11630656353647845,1.6925663030784546,2.114315818254926,2.287567725828936,4.680744737135293
TCGA-B0-5083,0.0947623012783841,0.6002141172677771,0.07456392921210495,0.4115153680609877,0.4268035688713478,0.17625924804255194,4.077085002473821
TCGA-B0-4810,0.2398487177094621,0.10082541520283868,0.11427841355595712,0.8670082129068233,3.3206276858998685,1.710171686901934,5.016176410038852
TCGA-B0-4696,0.2092518374191992,0.6643714028202565,0.0,0.22956295036789764,0.8233445837599371,0.0,4.754495859154675
TCGA-BP-4989,0.2924363731357406,0.15796998418162836,0.15279811045198136,1.0380215937336557,0.2566505277377117,2.656084584831534,4.911793988112956
TCGA-CW-5587,0.19076968972752573,0.22024169018857184,0.03861805041907408,0.9126472141041432,0.2956376177693813,1.623485205050199,4.58397778247045
TCGA-AK-3454,0.09632349404624556,0.0,0.0,0.2508319199321704,2.610190398421497,0.6582937709338597,4.559419672427726
TCGA-B0-4814,0.1769753011987774,0.1053647366899883,0.04822209122195766,0.18218638802511408,2.188127325857832,0.20931094598399289,4.6224584856317765
TCGA-B0-4849,0.16698781702218818,0.07642277895976796,0.0,0.3826561556614134,0.3404851406815622,0.1939220564084793,4.980608811520506
TCGA-B0-5095,0.3153015526250953,0.047430654635853685,0.046821743286482434,0.7732635303247778,2.9244982063183453,1.94437960685562,4.6470428844149865
TCGA-CZ-5984,0.06332982001647243,0.08513407833022425,0.0,0.470590603476997,1.9572980206687884,0.035698713300627835,4.572177800410016
TCGA-CZ-5467,0.15902621188704846,0.043189051087001,0.0,0.5385031849170072,4.251419009571029,0.016469374341282133,4.356997401049139
TCGA-BP-4174,0.049995856681591865,0.03710629629854628,0.023001401878074226,0.6365436485906364,0.948627816255053,0.6695658581065045,4.715328374140012
TCGA-CZ-5985,0.15762698155961352,0.18051061981955624,0.09190012641252628,0.8745905335543019,0.3452289734473252,0.8843839990363522,4.292965419135085
TCGA-BP-4353,0.3159144191589304,0.0957318264016738,0.06511372367323982,0.8487587365966641,1.2058445894281904,0.8184152677581177,4.6759876829876585
TCGA-B0-5094,0.11597508147208065,0.07121767128895543,0.05882768003963936,0.28658752417063704,2.185536996010701,0.5321561326404487,3.782200135504211
TCGA-CZ-5461,0.1298734654252785,0.052202507469749436,0.0,1.0326614438205934,2.967861763713965,0.026532565898404702,4.708162948779305
TCGA-CZ-4865,0.35880648647973223,0.03498271674408547,0.0,0.5142563177358461,1.5879251225395592,0.09700113178405613,4.7499359034458015
TCGA-CJ-4644,0.12388787234124955,0.0654018247436668,0.0,0.4637897378928759,0.16835300829126865,0.9936384496596904,4.7908494350561694
TCGA-B0-4821,0.4905844060976548,0.06747344244449698,0.10277409950601547,0.17032594295939835,1.5679047615541335,0.5201888652760291,4.650169988883656
TCGA-CW-5588,0.08471785687556664,0.12349843723705205,0.022547198847309227,0.8848185573021508,1.0696635218315655,0.1201210965308111,4.549569808842016
TCGA-BP-4965,0.15813376907727816,0.07327104839070461,0.0,0.29085390572919306,0.2673655064983716,0.203944850248136,4.981522148531574
TCGA-B0-4843,0.1981236479670675,0.08211057102504983,0.0,0.0977058787884755,5.306898545086144,0.15548072429794285,4.723285047921407
TCGA-B0-5116,0.14134960013711353,0.02510160708378274,0.04106153674891923,0.2680264524884597,0.7940013793081633,0.2294719998255677,4.624817073702997
TCGA-B0-4690,0.4647333173974819,0.12909122233425407,0.08098445912723501,1.2460512082193969,3.839042834489432,2.662471769946053,4.775164601708045
TCGA-BP-4163,0.09565039569986654,0.16114723261969635,0.05887756768326829,0.3189642370936259,0.3452202981531109,0.2054889726271448,4.3590814687087
TCGA-AK-3436,0.07455321930535487,0.10008965883444014,0.13314994546508002,0.11376165332735876,0.02493025625269462,0.04209651675427194,4.530203659219227
TCGA-B8-A54I,0.16746749160559424,0.035346142965148486,0.2920648286456961,0.5924197060170123,1.372235398198598,0.5907324718378953,4.135247934503563
TCGA-B0-5121,0.10628002642069916,0.03657388732446664,0.05382068700170471,0.08044216724134264,0.3416983172632761,0.20329291993207765,4.604510849003431
TCGA-CZ-5989,0.5766136126139816,0.15024137046016647,0.11546674396747587,0.8108346930555638,0.5367077219742336,1.6956227333651075,6.112037316321832
TCGA-CZ-5987,0.13787412114868133,0.03953942020911514,0.09566496330571486,0.2080663519923663,1.531579883135731,0.02997597938555526,4.899504247389488
TCGA-A3-3382,0.2436499571021752,0.10792820321686107,0.17348139808131652,0.5907249768328375,0.9181959953906932,0.3042560710841667,4.4743313979303005
TCGA-B0-4706,0.1620015703212534,0.03339089101584315,0.0,0.1772597945797311,0.3922738338865245,0.8765394244491069,4.653320341698168
TCGA-CJ-4916,0.3526925567276069,0.16321355864158912,0.035100644095652264,0.9769715414983888,0.6286520650485821,1.7886750219324143,4.546399771454036
TCGA-CZ-4853,0.11507053268996978,0.20035851501823485,0.0759553811499095,0.15861210247212942,0.16709628545443464,0.2968490583368273,4.325464781772508
TCGA-A3-3367,0.09742496158509677,0.033458922905449696,0.2310346841629028,0.3506190207801951,0.14594541292120033,0.07476108919831465,4.777024159297583
TCGA-B0-5699,0.08833441916079486,0.08177137008322419,0.060969915593123536,0.1972650874955061,0.02228153538402848,0.056109310694706996,4.777548680354472
TCGA-A3-3383,0.15250277978481652,0.06960339656520696,0.0290306726070182,0.4151890776438851,0.07719735263112038,0.4773233788862629,4.922696590361942
TCGA-BP-5010,0.16674276045667707,0.07424106810699617,0.3126381522010538,0.2882202209245537,4.767368215060556,0.4426664910028865,4.386978852183818
TCGA-B0-5117,0.05272898459320037,1.1620100696555853,0.0,0.06762475101771771,0.3403902075235103,0.02231362383671608,4.207920930444861
TCGA-CZ-5988,0.21440516881053748,0.3276669501048602,0.0941113173819236,0.32679871548484496,2.442434711371786,0.3429618895889885,4.688639672816205
TCGA-CJ-6028,0.41632109074672535,0.2657074992834568,0.052361009060234685,1.446271097365078,2.3385457496848177,1.9135860359020864,4.805905613361405
TCGA-A3-3376,0.19187289465744012,0.03457330311138642,0.04253471711941855,0.9493540258322972,0.4162416559726044,0.12648693427726673,4.877950768263212
TCGA-B8-4622,0.07183111246588561,0.02160414367815067,0.026606536828977425,0.3960499182063805,0.27668027622153496,0.07217625445910521,4.8635784860194295
TCGA-B8-5158,0.07416421081955846,0.0686290750722035,0.0677543454956124,0.5006326676277717,3.4947087016162217,0.6546958320968501,4.491971389792965
TCGA-B0-4945,0.1123392431861282,0.052965998076588,0.1027456620403716,0.1157229168927564,1.168366399984245,0.3072581681813891,4.927829208046262
TCGA-CJ-5681,0.13728969541300906,0.09273412693534926,0.0,0.04389026484597377,0.6150048409925388,0.0,4.494770872115078
TCGA-B0-5695,0.2426583441244455,0.03571202536313444,0.03525172382774434,0.1348182646525015,1.5090208229976592,0.16990950417773312,4.773914184923926
TCGA-CJ-6030,0.35756934251944505,0.22056211746040885,0.1948754818102557,0.8326785509603383,2.1808134436478084,0.8064512682415387,4.87642489131567
TCGA-CJ-4889,0.32735451343256955,0.248772941005924,0.06147616669117914,0.5456868032223967,4.083661055528138,0.3858451495104627,4.643874220557003
TCGA-CJ-4920,0.3391977801604648,0.0187137126316458,0.11174501698467,1.4006286008335949,4.841755764027843,0.1029785592442205,4.702982960178435
TCGA-B8-4143,0.36659771905893057,0.13651354746714112,0.053352281640907946,1.1402318098358364,2.9320888688677385,2.547342292541084,4.743271394775178
TCGA-CW-5581,0.09267682752846496,0.14917622504310182,0.09382614680344104,0.12596229046368546,0.3269965536675584,0.24513633986176475,4.2840231621002784
TCGA-BP-5169,0.3316839590040759,0.10437526527222664,0.04776034950878397,0.2398818521880884,2.231262751333088,0.4553108947549457,4.1367882622650605
TCGA-B0-5712,0.15437368064741602,0.02387870008478365,0.03907155309416984,0.14888616211020844,2.8207212555451897,0.07099662706444794,4.82599424846629
TCGA-BP-4161,0.3143805546541905,0.3378232715939188,0.12270542931368725,0.6653217278260704,1.2093629146047944,1.3731752700508704,4.860752316155042
TCGA-CJ-4918,0.1361454698071831,0.10181351896932203,0.039498832730957716,0.6391795296247024,2.7723407473784376,0.544991453573205,4.538297553608337
TCGA-BP-4347,0.261335509983811,0.08463286493655615,0.06017544584666565,0.4063084286150255,0.2923093855457241,0.32693859690211863,4.841346297384131
TCGA-B2-4099,0.35712221744034034,0.07526476233823222,0.22054519160177927,0.6593256714166222,1.4410527409171978,0.3990852788760973,5.009444452587314
TCGA-CJ-4897,0.09038555770641814,0.05078473445668362,0.04189797208936085,0.1592315864059345,0.3816212805786524,0.2393748466409213,4.690520561105995
TCGA-CJ-4902,0.2772098830380158,0.1488684034424499,0.10446667936970533,0.6001532045747486,1.3302009571068871,0.4896473082667712,4.609740751491306
TCGA-B0-5690,0.3063171217400284,0.009308724894480723,0.045364120508991405,0.14851422550399146,0.7431098013241384,0.17895346516099453,4.99512457201496
TCGA-A3-3325,0.3337210585745876,0.017980406912625726,0.08663044329224583,1.1765750009349143,0.5434349113525194,0.05367384862634292,5.128529743226006
TCGA-B0-4847,0.3289007603813969,0.3833304709228171,0.314464694677632,0.20070991224344487,0.1644581661256177,1.4010101025995099,4.6383621984407695
TCGA-CZ-5451,0.1231997807531265,0.08208851588884024,0.025819678415142062,0.24352808839476184,0.45536128562408,0.3206033466651417,4.501843806189521
TCGA-CJ-4641,0.16200855392516053,0.2742809681243485,0.3968775857119727,0.7229536889328607,1.3909230747288668,1.313367144905595,4.756816648739234
TCGA-B0-5710,0.4214783313769464,0.053256410378582295,0.2074436117874704,0.1890006661160392,0.1705068360818192,0.22710685180649315,4.889668599543133
TCGA-CJ-4899,0.19946915086092765,0.13206482359912575,0.047942290566882484,0.6597736059627295,0.8706229890307084,0.1420559277140824,4.753666206062234
TCGA-A3-A8OV,0.2398933673204447,0.010673570972530971,0.026194191685816503,0.2841253181847262,0.09675571936147916,0.2654322743525289,4.7785548625447465
TCGA-CJ-5676,0.1370274425205321,0.04186990084970557,0.0345245056408554,0.14111906452501818,1.6424682323937736,0.03174896893772984,4.509339200892914
TCGA-MW-A4EC,0.2621977313273249,0.15341229025515166,0.07300596814516094,0.2929321974236962,0.2475059858270448,0.1103346420026846,4.888331991413008
TCGA-A3-3313,0.21651976709868315,0.0,0.0,0.2711452726591257,0.2874481579813548,0.07266659142586626,4.123561178593121
TCGA-BP-5199,0.3052382544383493,0.36372181196299935,0.07112518251731878,0.6719508858113202,3.235449325751505,1.73179395082122,5.031850835295306
TCGA-B0-4834,0.10446414450415573,1.9807069582120544,0.0,0.060776684345247835,0.16787691612188946,0.02002206230743396,4.2161256280941055
TCGA-BP-4994,0.10469114601823874,1.3089632387081391,0.014070686959750537,0.5240809912814229,0.6285104157088193,0.2822616339555766,4.240404487094304
TCGA-CW-6088,0.15384172978946148,0.021013807511588288,0.0,0.2523548544483624,0.25797077010150443,0.13721309228124318,4.9151064248606975
TCGA-BP-5185,0.03404744195177538,0.0,0.0,0.05233749870641476,0.2632023698642608,0.11102333167025018,3.615481216066736
TCGA-BP-5196,0.7217639407858565,0.27715315113519395,0.06503633931205595,0.9936933166472042,1.1301091910283323,1.2447333999317751,4.368485344285781
TCGA-CZ-5452,0.1211875184025785,0.3589920702984927,0.3014347728585712,0.6403349545742701,0.10908879459732868,1.4583220596247195,4.322804083566856
TCGA-CJ-4882,0.2654583217921404,0.4984240514334721,0.4059506472705987,0.5755402708916745,5.240860449061366,0.657359999869797,4.649125224882751
TCGA-A3-3351,0.3355957196667645,0.2095083504997836,0.15079624708128056,0.8970593909988649,0.17519082501213992,1.7991061836565638,4.7654135182620525
