Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-B8-5552-01B,0.0899558473994421,0,0,0.133939033899393,0,0.18581059492958,4.40234897108689E-05,0,0.0324322087679179,0,0,0.0139447303028439,0.0154635666785911,0.14647896551851,0.0523437358710396,0.282291166528145,0.0218597816554564,0,0.0192583230454721,0.000431625900379207,0,0.00574639601351942,0.001,0.374575388869424,0.928307083319068
TCGA-BP-4968-01A,0.0133055106149896,0,0.00946349085713048,0.453053437204916,0,0.0537491860164676,0.00591102640226525,0.0408087300105991,0.0407278746888782,0.0474364715191768,0,0.0496686363698137,0.0521794440038347,0,0.0951883941982831,0.127311945898199,0,0.000354864521719886,0.0108409876937264,0,0,0,0,0.434525800188371,0.907364410357497
TCGA-CZ-4856-01A,0.0532169259986567,0,0.0104751712117926,0.291240712402631,0,0.12872953930895,0,0.0118361504171906,0.0268863190277374,0.0259805205267322,0,0.0417647953053862,0.0108393514202562,0,0.124387826539459,0.126914151910931,0.0322493975563819,0,0.115479138373896,0,0,0,0.018,0.229846266925613,1.0010678893756
TCGA-CZ-5454-11A,0.151820147433491,0,0,0.0321227876332315,0,0.224763214320622,0,0,0.017119648395233,0.00959908761146754,0,0.154200329338343,0.0292245794426702,0,0.0300991693711605,0.178666553766678,0,0.00467033850914959,0.110612829756128,0,0.0571013144218259,0,0.87,-0.0196383757058454,1.09855543104313
TCGA-CJ-4634-01A,0.0331689421972626,0,0.00763034562469299,0.121352573550665,0,0.162276261211599,0.00594762532721419,0,0.00544331073090186,0,0.022467017624236,0.014259451095144,0.11802961756059,0.0193907260306712,0.0579053513673981,0.320254831652545,0.00689819139347907,0,0.104975754633601,0,0,0,0.045,0.174946055438613,1.00917689036601
TCGA-A3-3378-01A,0.0953681462778649,0,0.0144996793699664,0.100836455628075,0,0.138743595574361,0.0147946535119024,0.0318373264899274,0.0195520642636007,0.00600782268073527,0,0,0.00732349771149313,0,0.0905107019894974,0.330669987840074,0.00410064216359195,0,0.0513901291065074,0,0,0.0943652973924032,0.011,0.261188916080875,0.976471324073308
TCGA-A3-3365-01A,0.0639472093672358,0,0.00507843271302681,0.124496323074658,0,0.243002770153653,0.0377638820134971,0,0,0,0.0725168311341788,0,0.0141982319543876,0,0.101664545731335,0.236549119420332,0.00362156907200843,0.000468570423190584,0.0966925149424964,0,0,0,0.023,0.213104917165349,0.997785076860705
TCGA-B4-5834-01A,0.0445445282994791,0,0.00687311243689592,0.165556006892173,0,0.176411716901228,0,0.00490383750032456,0,0,0.00548174405803509,0.0403855618478144,0.0552347276766232,0,0.189156896998569,0.197373666351541,0.00871815158493802,0,0.105360049452379,0,0,0,0.021,0.223719149965985,1.00268078185557
TCGA-CJ-4876-01A,0,0,0.0121722397606225,0.658385672032258,0,0,0.075796608371988,0.0224879209017572,0.063794593299641,0,0,0.0391504159218992,0.0187044738394398,0,0.0624649549448824,0.0382046669130269,0.000446337745331045,0.000227508230587819,0.00816460803856567,0,0,0,0.017,0.235749011355671,1.0511721864262
TCGA-CZ-5458-11A,0.0853191556091907,0,0,0,0,0.359929109672128,0,0,0.0207645062964607,0.00261126054988811,0,0.105664503540288,0.176717184152,0,0.005031415907059,0.0688119884154599,0,0.0269271819520934,0.056226990855027,0,0.091996703050405,0,0.726,-0.00221924809410837,1.0883006925508
TCGA-B2-3924-01B,0.00721646253206605,0,0.00808911167401896,0.11064409468279,0,0.270017159623804,0.020275538225252,0.012692726012828,0.00472199191424198,0.0860851656084741,0,0.0213992041341229,0,0,0.150761226231327,0.248418997061065,0,0.0014038095000301,0.0582745127999789,0,0,0,0.005,0.29380287269008,0.971333503310307
TCGA-BP-4962-01A,0.022263313740971,0,0.0126806197738049,0.357965139092031,0,0.0991301081806706,0.0065925868379421,0.0217052187024251,0.0322951478622779,0.0292742884486171,0,0.0280907932188274,0.0756664367121462,0.000610659461674423,0.0600866273214922,0.197296985323737,0.0302778671699387,0,0.0260642081534437,0,0,0,0.002,0.337397664813624,0.94991389360824
TCGA-CZ-4866-01A,0.0218945967933836,0,0.0106516982634001,0.0723234050777588,0,0.121494795086807,0,0,0,0,0.0171056846723112,0.00564646428623229,0.126866589224007,0.160902995690717,0.0449999284399381,0.388884882146739,0,0,0.0279660211159686,0,0,0.00126293920273734,0.037,0.187930568358357,1.01938737983204
TCGA-BP-4177-01A,0.13623647291326,0,0.018900392099495,0.110816053859636,0,0.255707852110258,0,0,0.0200024199220879,0,0,0.0500947691632262,0.0405973863985219,0,0.0812924448306078,0.196896392213416,0.00490013895597098,0.00130920649193571,0.083246471041584,0,0,0,0.158,0.0903129048933572,1.04906199661457
TCGA-B8-A54F-01A,0.0921538572557682,0,0.0188337687299094,0.070203886997035,0,0.160427633872049,0,0,0,0,0.00308139845217265,0.0199996725770694,0.214323882234459,0,0.0213028137185314,0.357044965499337,0,0,0.0426281206636689,0,0,0,0.023,0.217545905603991,0.996500336670296
TCGA-B0-5113-01A,0.0166820565768117,0,0.0129289031809918,0.197706502148301,0,0.248734877234599,0,0.0383665532743723,0.0463149644786126,0.0120003744156694,0,0.00683883618066249,0.0689911792894264,0,0.104098681833682,0.19688702579975,0,0,0.049864766390144,0,0,0.000585279196978122,0.024,0.207837606608049,1.00844765243614
TCGA-CJ-4642-01B,0.15057587375208,0,0,0.0761026915628873,0.039069005361267,0.0296237012478838,0,0.0328238845941964,0,0,0.0710586326198154,0.0152317192209057,0.0428986524446504,0.0543738149138488,0.0568542331426959,0.219149630929061,0.108406644202198,0,0.10383151600851,0,0,0,0.002,0.340300347774349,0.94048379937371
TCGA-BP-4986-01A,0.0283131033942644,0,0.00694717063882391,0.0946930410429704,0,0.268584838394887,0,0,0.0144534314792459,0,0,0.0359096861144522,0.117370936695334,0,0.0685365301030991,0.358351527907222,0,0,0,0.00305988748973522,0,0.00377984673996632,0.09,0.126303275356462,1.03881419505235
